"name","score","year","votes","budget","gross","net_profit","runtime","gender","genre","genre_","rating_","director_","writer_","star_","country_","company_","female_indicator","title_unique_score","cpi","adj_gross","adj_budget"
"Octopussy",6.5,1983,98000,27500000,67893619,40393619,131,2,"Action",1,6,1290,1376,1883,52,2033,0,1,1.20878009306089,82068455,33241453
"Private School",5.3,1983,6100,3500000,14049540,10549540,89,1,"Comedy",5,8,1904,784,1768,53,2040,1,14,1.20878009306089,16982804,4230730
"Valley Girl",6.4,1983,14000,350000,17343596,16993596,99,2,"Comedy",5,8,1675,204,1646,53,241,0,28,1.20878009306089,20964594,423073
"Rumble Fish",7.2,1983,32000,1e+07,2494480,-7505520,94,2,"Crime",6,8,807,3524,1480,53,2132,0,8,1.20878009306089,3015278,12087801
"Videodrome",7.2,1983,86000,5952000,2120439,-3831561,87,2,"Horror",10,8,567,882,907,8,943,0,1,1.20878009306089,2563144,7194659
"Terms of Endearment",7.4,1983,57000,8e+06,108423749,100423749,132,1,"Comedy",5,6,1084,2343,2036,53,1623,1,466,1.20878009306089,131060469,9670241
"Twilight Zone: The Movie",6.5,1983,34000,1e+07,29450919,19450919,101,2,"Horror",10,6,677,2011,436,53,139,0,1165,1.20878009306089,35599685,12087801
"Never Say Never Again",6.2,1983,63000,3.6e+07,55432841,19432841,134,2,"Action",1,6,1028,2284,1987,52,1940,0,39,1.20878009306089,67006115,43516083
"A Christmas Story",7.9,1983,134000,3300000,20653717,17353717,93,2,"Comedy",5,6,263,1765,1743,53,1460,0,143,1.20878009306089,24965802,3988974
"Cujo",6.1,1983,41000,5e+06,21156152,16156152,93,1,"Horror",10,8,1561,3717,511,53,1928,1,1,1.20878009306089,25573135,6043900
"Sudden Impact",6.6,1983,42000,2.2e+07,67642693,45642693,117,2,"Action",1,8,471,1505,401,53,2079,0,4,1.20878009306089,81765141,26593162
"Blue Thunder",6.4,1983,18000,2.2e+07,42313354,20313354,109,2,"Action",1,8,1263,791,1907,53,644,0,21,1.20878009306089,51147540,26593162
"Breathless",5.9,1983,8700,7500000,19910002,12410002,100,2,"Action",1,8,1210,1279,1831,53,416,0,1,1.20878009306089,24066814,9065851
"Psycho II",6.5,1983,25000,5e+06,34725000,29725000,113,2,"Crime",6,8,2119,3954,137,53,2042,0,40,1.20878009306089,41974889,6043900
"Silkwood",7.2,1983,19000,1e+07,35615609,25615609,131,1,"Biography",4,8,1825,2962,1520,53,58,1,1,1.20878009306089,43051439,12087801
"All the Right Moves",5.9,1983,16000,5600000,17233166,11633166,91,2,"Drama",7,8,1740,2749,2190,53,1382,0,532,1.20878009306089,20831108,6769169
"The Keep",5.7,1983,11000,1.1e+07,4218594,-6781406,96,2,"Drama",7,8,1769,1248,1975,52,1623,0,1117,1.20878009306089,5099352,13296581
"Yellowbeard",6,1983,7500,6500000,4300000,-2200000,96,2,"Action",1,6,1724,1423,766,52,1829,0,1,1.20878009306089,5197754,7857071
"Deathstalker",4.6,1983,4600,457000,11919250,11462250,80,2,"Action",1,8,1094,1557,1841,53,204,0,1,1.20878009306089,14407752,552413
"Something Wicked This Way Comes",6.8,1983,8600,1.9e+07,8400000,-10600000,95,2,"Fantasy",9,6,1044,3234,941,53,2077,0,35,1.20878009306089,10153753,22966822
"Star 80",6.7,1983,6000,1.2e+07,6472990,-5527010,103,1,"Biography",4,8,265,3851,1434,53,1957,1,34,1.20878009306089,7824421,14505361
"Gorky Park",6.7,1983,13000,1.5e+07,15856028,856028,128,2,"Crime",6,8,1734,2606,2304,53,799,0,8,1.20878009306089,19166451,18131701
"Lone Wolf McQuade",6.3,1983,11000,5e+06,12232628,7232628,107,2,"Action",1,6,2424,319,389,53,8,0,13,1.20878009306089,14786557,6043900
"Losin' It",4.9,1983,4200,7e+06,1246141,-5753859,100,2,"Comedy",5,8,498,411,2190,8,1984,0,30,1.20878009306089,1506310,8461461
"Screwballs",4.7,1983,3000,8e+05,2082215,1282215,80,2,"Comedy",5,8,2078,2423,1752,8,1472,0,1,1.20878009306089,2516940,967024
"Brainstorm",6.4,1983,11000,1.5e+07,10219460,-4780540,106,2,"Sci-Fi",13,6,712,521,387,53,1246,0,1,1.20878009306089,12353080,18131701
"Angel",5.7,1983,2900,3e+06,17488564,14488564,94,2,"Action",1,8,2214,3414,400,53,73,0,8,1.20878009306089,21139828,3626340
"10 to Midnight",6.3,1983,7200,4520000,7175592,2655592,101,2,"Crime",6,8,1037,4150,321,53,495,0,119,1.20878009306089,8673713,5463686
"Uncommon Valor",6.4,1983,9300,14500000,30503151,16003151,105,2,"Action",1,8,2498,1911,729,53,1623,0,3,1.20878009306089,36871602,17527311
"Sahara",5,1983,1500,2.5e+07,1402962,-23597038,111,1,"Adventure",2,6,118,2689,268,52,469,1,1,1.20878009306089,1695873,30219502
"Two of a Kind",4.7,1983,3900,1.4e+07,23646952,9646952,88,2,"Comedy",5,6,1295,1991,1095,53,2022,0,560,1.20878009306089,28583965,16922921
"Chained Heat",5,1983,2100,1250000,6149983,4899983,95,1,"Action",1,8,1981,9,1347,53,1115,1,7,1.20878009306089,7433977,1510975
"Spacehunter: Adventures in the Forbidden Zone",5.5,1983,5500,14400000,16478265,2078265,90,2,"Action",1,6,1516,3786,1759,53,644,0,649,1.20878009306089,19918599,17406433
"High Road to China",6.1,1983,5100,1.9e+07,28445927,9445927,105,2,"Adventure",2,6,297,2077,2205,53,616,0,134,1.20878009306089,34384870,22966822
"Rock & Rule",6.5,1983,3400,8e+06,30379,-7969621,77,2,"Animation",3,6,474,3025,558,8,1522,0,86,1.20878009306089,36722,9670241
"Under Fire",7,1983,7200,9500000,5696391,-3803609,128,2,"Drama",7,8,2238,3463,1641,53,590,0,32,1.20878009306089,6885684,11483411
"Amityville 3-D",4.1,1983,6000,6e+06,6333135,333135,105,2,"Horror",10,6,2118,860,2221,31,725,0,6,1.20878009306089,7655368,7252681
"The Osterman Weekend",5.9,1983,8200,6500000,6486797,-13203,103,2,"Action",1,8,2287,3393,1914,53,1595,0,1118,1.20878009306089,7841111,7857071
"Revenge of the Ninja",6.1,1983,4700,7e+05,13168027,12468027,90,2,"Action",1,8,2282,1703,2037,53,495,0,980,1.20878009306089,15917249,846146
"To Be or Not to Be",6.8,1983,10000,9e+06,13030214,4030214,107,2,"Comedy",5,6,45,3890,1506,53,439,0,162,1.20878009306089,15750663,10879021
"The Wicked Lady",4.7,1983,1100,8e+06,724912,-7275088,98,1,"Adventure",2,8,1796,2403,676,52,1038,1,1125,1.20878009306089,876259,9670241
"Of Unknown Origin",6.1,1983,2900,4e+06,1080470,-2919530,88,2,"Horror",10,8,903,630,1761,8,2079,0,5,1.20878009306089,1306051,4835120
"Curse of the Pink Panther",4.3,1983,5700,1.1e+07,4491986,-6508014,109,2,"Comedy",5,6,256,419,497,52,2033,0,984,1.20878009306089,5429823,13296581
"D.C. Cab",5.5,1983,4400,8e+06,16134627,8134627,100,2,"Action",1,8,1254,4001,1492,53,1772,0,2,1.20878009306089,19503216,9670241
"Beyond the Limit",5.7,1983,1200,11800000,5997566,-5802434,104,2,"Drama",7,8,1311,1424,1527,52,2113,0,513,1.20878009306089,7249738,14263605
"The Survivors",5.8,1983,4700,1.2e+07,1.4e+07,2e+06,103,2,"Comedy",5,8,1783,2752,2276,53,1731,0,1117,1.20878009306089,16922921,14505361
"The Lonely Lady",3,1983,938,5e+06,1223200,-3776800,92,1,"Drama",7,8,2035,1499,1769,53,1099,1,1124,1.20878009306089,1478580,6043900
"The Man Who Loved Women",5.3,1983,2200,1.9e+07,10964740,-8035260,110,2,"Comedy",5,8,256,419,282,53,733,0,1217,1.20878009306089,13253959,22966822
"Nightmares",5.8,1983,3000,6e+06,6670680,670680,99,1,"Horror",10,8,1392,683,423,53,2042,1,1,1.20878009306089,8063385,7252681
"Deal of the Century",4.6,1983,3600,1e+07,10369581,369581,99,2,"Comedy",5,6,2665,3045,338,53,2079,0,968,1.20878009306089,12534543,12087801
"Eddie Macon's Run",5.7,1983,1100,5e+06,1262691,-3737309,95,2,"Action",1,6,1157,1694,1261,53,2042,0,14,1.20878009306089,1526316,6043900
"Baby It's You",6.3,1983,1700,3e+06,1867792,-1132208,105,1,"Comedy",5,8,1332,162,1897,53,784,1,61,1.20878009306089,2257750,3626340
"Love Letters",5.9,1983,701,550000,5269990,4719990,88,1,"Drama",7,8,91,160,911,53,1472,1,45,1.20878009306089,6370259,664829
"Get Crazy",6.7,1983,1100,5500000,1645711,-3854289,92,2,"Comedy",5,8,81,834,1417,53,700,0,22,1.20878009306089,1989303,6648291
"Nate and Hayes",6.2,1983,2100,1.2e+07,1963756,-10036244,99,2,"Action",1,6,791,2437,2211,33,1650,0,146,1.20878009306089,2373749,14505361
"Lianna",6.8,1983,1600,3e+05,1530839,1230839,110,1,"Drama",7,8,1332,2046,1350,53,2106,1,1,1.20878009306089,1850448,362634
"Lovesick",5.2,1983,747,10100000,10171304,71304,95,2,"Comedy",5,6,1673,2598,577,53,1957,0,1,1.20878009306089,12294870,12208679
"Running Brave",6.7,1983,659,8e+06,3e+06,-5e+06,106,2,"Biography",4,6,697,1523,1855,8,846,0,7,1.20878009306089,3626340,9670241
"Trenchcoat",5.3,1983,456,5e+06,4304286,-695714,91,1,"Comedy",5,6,1794,1809,1427,53,2077,1,1,1.20878009306089,5202935,6043900
"The Terminator",8,1984,812000,6400000,78371200,71971200,107,2,"Action",1,8,1066,1658,149,52,590,0,1120,1.26158203520129,98871698,8074125
"Dune",6.5,1984,132000,4e+07,30925690,-9074310,137,2,"Action",1,7,597,1292,1286,53,763,0,1,1.26158203520129,39015295,50463281
"Ghostbusters",7.8,1984,365000,3e+07,296187079,266187079,105,2,"Action",1,6,1034,777,205,53,644,0,2,1.26158203520129,373664298,37847461
"The Karate Kid",7.3,1984,205000,8e+06,91119319,83119319,126,2,"Action",1,6,1288,3394,1793,53,644,0,1127,1.26158203520129,114954496,10092656
"Once Upon a Time in America",8.4,1984,321000,3e+07,5473212,-24526788,229,2,"Crime",6,8,2339,1504,1858,25,1957,0,248,1.26158203520129,6904906,37847461
"Police Academy",6.7,1984,118000,4500000,81198894,76698894,96,2,"Comedy",5,8,1018,2894,2085,53,1957,0,10,1.26158203520129,102439066,5677119
"Indiana Jones and the Temple of Doom",7.5,1984,459000,2.8e+07,333107271,305107271,118,2,"Action",1,6,2452,4112,794,53,1623,0,1122,1.26158203520129,420242149,35324297
"Body Double",6.8,1984,30000,1e+07,8801940,-1198060,114,2,"Crime",6,8,295,3378,421,53,644,0,13,1.26158203520129,11104369,12615820
"A Nightmare on Elm Street",7.5,1984,212000,1800000,25507137,23707137,91,1,"Horror",10,8,2650,4095,804,53,1531,1,185,1.26158203520129,32179346,2270848
"Amadeus",8.3,1984,377000,1.8e+07,52066791,34066791,160,2,"Biography",4,6,1829,3143,668,53,152,0,1,1.26158203520129,65686528,22708477
"Beverly Hills Cop",7.3,1984,171000,1.4e+07,316360478,302360478,105,2,"Action",1,8,1678,819,591,53,1623,0,34,1.26158203520129,399114696,17662148
"Red Dawn",6.4,1984,53000,1.7e+07,38376497,21376497,114,2,"Action",1,7,1318,2286,1709,53,2033,0,29,1.26158203520129,48415099,21446895
"The NeverEnding Story",7.4,1984,135000,2.7e+07,20251411,-6748589,102,2,"Adventure",2,6,2682,4163,1655,55,660,0,1141,1.26158203520129,25548816,34062715
"Footloose",6.6,1984,73000,8200000,80039064,71839064,107,2,"Drama",7,6,999,982,1243,53,1623,0,1,1.26158203520129,100975845,10344973
"Revenge of the Nerds",6.6,1984,50000,8e+06,40874452,32874452,90,2,"Comedy",5,8,1157,3904,1857,53,2022,0,973,1.26158203520129,51566474,10092656
"Gremlins",7.3,1984,204000,1.1e+07,153633143,142633143,106,2,"Comedy",5,6,1238,647,2325,53,2079,0,2,1.26158203520129,193820813,13877402
"Romancing the Stone",6.9,1984,86000,1e+07,86572238,76572238,106,2,"Action",1,6,2217,1032,1533,31,2022,0,507,1.26158203520129,109217980,12615820
"Streets of Fire",6.7,1984,19000,14500000,8089290,-6410710,93,2,"Action",1,6,2641,4075,1552,53,2042,0,484,1.26158203520129,10205303,18292940
"This Is Spinal Tap",7.9,1984,132000,2500000,4736202,2236202,82,2,"Comedy",5,8,2164,687,1853,53,1898,0,34,1.26158203520129,5975107,3153955
"Top Secret!",7.2,1984,62000,9e+06,20458340,11458340,90,2,"Comedy",5,6,1201,1865,2243,52,1277,0,8,1.26158203520129,25809874,11354238
"Conan the Destroyer",5.9,1984,77000,1.8e+07,31042035,13042035,103,2,"Action",1,6,2118,3361,149,53,763,0,503,1.26158203520129,39162074,22708477
"Children of the Corn",5.6,1984,49000,8e+05,14568989,13768989,92,2,"Horror",10,8,841,3717,1751,53,1090,0,974,1.26158203520129,18379975,1009266
"The Last Starfighter",6.8,1984,39000,1.5e+07,28733290,13733290,101,2,"Action",1,6,1875,2113,1289,53,1371,0,1153,1.26158203520129,36249402,18923731
"Splash",6.3,1984,71000,8e+06,69821334,61821334,111,2,"Comedy",5,6,2247,493,2195,53,2001,0,1,1.26158203520129,88085341,10092656
"Blood Simple",7.6,1984,91000,1500000,4228292,2728292,99,2,"Crime",6,8,1248,1922,1071,53,1770,0,21,1.26158203520129,5334337,1892373
"The Natural",7.5,1984,46000,2.8e+07,47951979,19951979,138,2,"Drama",7,6,195,374,1868,53,2014,0,1117,1.26158203520129,60495355,35324297
"Bachelor Party",6.3,1984,36000,5e+06,38435947,33435947,105,2,"Comedy",5,8,1854,441,2195,53,281,0,13,1.26158203520129,48490100,6307910
"Friday the 13th: the Final Chapter",6,1984,47000,2600000,32980880,30380880,91,2,"Horror",10,8,1393,4041,652,53,1623,0,1039,1.26158203520129,41608086,3280113
"Against All Odds",5.9,1984,11000,1.3e+07,21689062,8689062,128,1,"Action",1,8,2494,1203,1784,53,644,1,26,1.26158203520129,27362531,16400566
"Supergirl",4.4,1984,19000,3.5e+07,14296438,-20703562,124,1,"Action",1,6,1147,942,811,52,221,1,1,1.26158203520129,18036129,44155371
"The Bounty",7,1984,25000,2.5e+07,8613462,-16386538,132,2,"Adventure",2,6,2234,3343,1507,52,763,0,1117,1.26158203520129,10866589,31539551
"Firestarter",6.1,1984,30000,1.5e+07,17080167,2080167,114,1,"Action",1,8,1656,3717,574,53,763,1,1,1.26158203520129,21548032,18923731
"C.H.U.D.",5.6,1984,11000,1250000,4654423,3404423,88,2,"Horror",10,8,709,3005,1077,53,466,0,1,1.26158203520129,5871936,1576978
"The Woman in Red",6,1984,15000,9e+06,25348610,16348610,87,2,"Comedy",5,7,880,1773,730,53,1593,0,1270,1.26158203520129,31979351,11354238
"Star Trek III: The Search for Spock",6.7,1984,76000,1.7e+07,76471046,59471046,105,2,"Action",1,6,1555,1348,2309,53,1623,0,1199,1.26158203520129,96474498,21446895
"Repo Man",6.9,1984,35000,1500000,129000,-1371000,92,2,"Action",1,8,64,102,795,53,809,0,82,1.26158203520129,162744,1892373
"2010: the Year We Make Contact",6.8,1984,50000,2.8e+07,40400657,12400657,116,2,"Adventure",2,6,2019,298,1907,53,1460,0,535,1.26158203520129,50968743,35324297
"The Killing Fields",7.8,1984,53000,14400000,34700291,20300291,141,2,"Biography",4,8,2242,523,1938,52,1041,0,1122,1.26158203520129,43777264,18166781
"The Cotton Club",6.5,1984,17000,5.8e+07,25928721,-32071279,127,2,"Crime",6,8,807,4133,1831,53,2132,0,1128,1.26158203520129,32711209,73171758
"Starman",7,1984,44000,2.2e+07,28744356,6744356,115,2,"Romance",12,6,1273,517,960,53,644,0,1,1.26158203520129,36263363,27754805
"Night of the Comet",6.4,1984,19000,7e+05,14418922,13718922,95,1,"Comedy",5,7,2516,3871,307,53,241,1,1005,1.26158203520129,18190653,883107
"The Philadelphia Experiment",6.1,1984,15000,2.1e+07,8103330,-12896670,102,2,"Adventure",2,6,2455,2747,1552,53,1538,0,1121,1.26158203520129,10223016,26493223
"Bolero",3,1984,5100,7e+06,8914881,1914881,105,1,"Comedy",5,8,1280,1971,225,53,616,1,1,1.26158203520129,11246854,8831074
"Cannonball Run II",5.1,1984,15000,2e+07,28078073,8078073,108,2,"Action",1,6,970,515,282,18,194,0,48,1.26158203520129,35422792,25231641
"Stranger Than Paradise",7.5,1984,36000,90000,2436000,2346000,89,2,"Comedy",5,8,1208,1876,1084,53,608,0,19,1.26158203520129,3073214,113542
"The Ice Pirates",5.7,1984,10000,9e+06,14255801,5255801,91,2,"Action",1,6,2455,3787,1872,53,1460,0,1131,1.26158203520129,17984862,11354238
"A Passage to India",7.3,1984,18000,1.6e+07,27201487,11201487,164,1,"Adventure",2,6,592,1109,1147,52,833,1,214,1.26158203520129,34316907,20185313
"Purple Rain",6.5,1984,20000,7200000,70263155,63063155,111,2,"Drama",7,8,56,91,1775,53,2079,0,8,1.26158203520129,88642734,9083391
"The Hotel New Hampshire",6,1984,8000,7500000,5142858,-2357142,109,2,"Comedy",5,8,2601,1998,1851,52,941,0,1151,1.26158203520129,6488137,9461865
"Sheena",4.9,1984,4600,2.5e+07,5778353,-19221647,117,1,"Adventure",2,6,1292,938,2128,52,641,1,1,1.26158203520129,7289866,31539551
"Missing in Action",5.5,1984,14000,2550000,22812411,20262411,101,2,"Action",1,8,1393,301,389,53,1947,0,139,1.26158203520129,28779728,3217034
"Greystoke: The Legend of Tarzan, Lord of the Apes",6.4,1984,18000,3e+07,45858563,15858563,143,2,"Adventure",2,6,1017,1130,381,52,2079,0,2576,1.26158203520129,57854339,37847461
"Falling in Love",6.5,1984,13000,1.2e+07,11129057,-870943,106,2,"Drama",7,7,2616,2716,1858,53,1623,0,172,1.26158203520129,14040218,15138984
"Birdy",7.3,1984,22000,1.2e+07,1455045,-10544955,120,2,"Drama",7,8,48,4156,1489,53,49,0,1,1.26158203520129,1835659,15138984
"The Company of Wolves",6.7,1984,15000,2e+06,4389334,2389334,95,1,"Drama",7,8,1858,227,1962,52,1183,1,1590,1.26158203520129,5537505,2523164
"Racing with the Moon",6.7,1984,4200,6500000,6045647,-454353,108,2,"Comedy",5,6,2112,3753,1994,53,1231,0,553,1.26158203520129,7627080,8200283
"Silent Night, Deadly Night",5.9,1984,14000,1065000,2491460,1426460,79,1,"Horror",10,8,382,3046,1345,53,2014,1,53,1.26158203520129,3143181,1343585
"The Pope of Greenwich Village",6.7,1984,8000,8e+06,6836201,-1163799,121,2,"Action",1,8,2465,4050,650,53,2033,0,1585,1.26158203520129,8624428,10092656
"Rhinestone",3.9,1984,7000,2.8e+07,21435321,-6564679,111,2,"Comedy",5,6,263,3155,2112,53,2022,0,1,1.26158203520129,27042416,35324297
"Swing Shift",5.9,1984,4400,1.5e+07,6650206,-8349794,100,1,"Drama",7,6,1359,2876,762,53,2079,1,3,1.26158203520129,8389780,18923731
"Beat Street",6.5,1984,3600,9500000,16595791,7095791,105,1,"Drama",7,6,2382,3770,1787,53,1593,1,21,1.26158203520129,20936952,11985029
"The Razor's Edge",6.6,1984,5100,1.3e+07,6551987,-6448013,128,2,"Drama",7,7,1268,4060,205,52,644,0,1126,1.26158203520129,8265869,16400566
"Moscow on the Hudson",6.5,1984,11000,1.3e+07,25068724,12068724,115,2,"Comedy",5,8,1976,3075,1877,53,308,0,548,1.26158203520129,31626252,16400566
"The Evil That Men Do",6,1984,3600,4600000,13102025,8502025,90,2,"Action",1,8,1037,3202,321,31,510,0,1174,1.26158203520129,16529279,5803277
"Firstborn",6.2,1984,2300,8e+06,6250994,-1749006,103,1,"Drama",7,8,1734,3456,2146,53,1623,1,1,1.26158203520129,7886142,10092656
"Teachers",6.1,1984,4000,9e+06,27774237,18774237,107,2,"Comedy",5,8,175,4064,1641,53,2033,0,1,1.26158203520129,35039478,11354238
"The River",6.3,1984,6500,1.8e+07,11489982,-6510018,124,2,"Drama",7,7,1667,3356,1507,53,2042,0,1123,1.26158203520129,14495555,22708477
"City Heat",5.5,1984,9300,2.5e+07,38348988,13348988,93,2,"Action",1,6,2112,419,401,53,2079,0,39,1.26158203520129,48380394,31539551
"Flashpoint",6.4,1984,2300,1e+07,3854833,-6145167,93,2,"Action",1,8,2676,1373,1268,53,1112,0,1,1.26158203520129,4863188,12615820
"Lust in the Dust",6.4,1984,3000,3e+06,727639,-2272361,84,2,"Comedy",5,8,1960,3164,2116,53,986,0,628,1.26158203520129,917976,3784746
"Thief of Hearts",5.8,1984,1600,9e+06,10435015,1435015,100,2,"Crime",6,5,710,1083,2091,53,777,0,475,1.26158203520129,13164627,11354238
"The Brother from Another Planet",6.8,1984,5700,350000,3677209,3327209,108,2,"Comedy",5,8,1332,2046,1048,53,156,0,1161,1.26158203520129,4639101,441554
"Broadway Danny Rose",7.4,1984,24000,8e+06,10600497,2600497,84,2,"Comedy",5,6,2684,4165,2315,53,1593,0,11,1.26158203520129,13373397,10092656
"Best Defense",3.8,1984,5600,1.8e+07,19265302,1265302,94,2,"Comedy",5,8,2659,3373,577,53,593,0,21,1.26158203520129,24304759,22708477
"Micki + Maude",6,1984,2800,15100000,26080861,10980861,118,2,"Comedy",5,7,256,2115,577,53,314,0,4,1.26158203520129,32903146,19049889
"Protocol",5.5,1984,4600,1.2e+07,26186631,14186631,96,1,"Comedy",5,6,999,533,762,53,1108,1,3,1.26158203520129,33036583,15138984
"Unfaithfully Yours",6,1984,2600,1.2e+07,19928200,7928200,96,2,"Comedy",5,6,1015,3197,577,53,2022,0,3,1.26158203520129,25141059,15138984
"Impulse",5.9,1984,1300,1e+07,2773433,-7226567,91,2,"Horror",10,8,937,2919,2172,53,58,0,1,1.26158203520129,3498913,12615820
"Mrs. Soffel",6.1,1984,3000,1.1e+07,4385312,-6614688,110,1,"Drama",7,7,921,3461,535,53,808,1,7,1.26158203520129,5532431,13877402
"Give My Regards to Broad Street",5.2,1984,1400,9e+06,1393501,-7606499,108,2,"Drama",7,6,2040,3076,1721,52,1501,0,169,1.26158203520129,1758016,11354238
"Crackers",5.2,1984,1200,1.2e+07,129268,-11870732,91,2,"Adventure",2,6,1580,1801,561,53,2042,0,1,1.26158203520129,163082,15138984
"Mike's Murder",5.8,1984,822,6300000,1059966,-5240034,109,1,"Drama",7,8,1065,1656,510,53,1871,1,8,1.26158203520129,1337234,7947967
"Almost You",5.1,1984,216,1e+06,95000,-905000,96,1,"Comedy",5,8,15,22,267,53,125,1,48,1.26158203520129,119850,1261582
"Weird Science",6.6,1985,83000,7500000,38934048,31434048,94,2,"Comedy",5,7,1300,1996,135,53,2042,0,3,1.30608941938094,50851348,9795671
"The Goonies",7.8,1985,252000,1.9e+07,63980721,44980721,114,2,"Adventure",2,6,2116,647,1984,53,2079,0,1116,1.30608941938094,83564543,24815699
"Back to the Future",8.5,1985,1100000,1.9e+07,381906762,362906762,116,2,"Adventure",2,6,2217,3415,1539,53,2042,0,626,1.30608941938094,498804381,24815699
"To Live and Die in L.A.",7.3,1985,31000,6e+06,17307019,11307019,116,2,"Action",1,8,2665,1391,2307,53,1873,0,297,1.30608941938094,22604514,7836537
"Clue",7.3,1985,88000,1.5e+07,14643997,-356003,94,1,"Comedy",5,6,1369,2011,600,53,1623,1,1,1.30608941938094,19126370,19591341
"The Breakfast Club",7.8,1985,367000,1e+06,51525171,50525171,97,2,"Comedy",5,8,1300,1996,630,53,2042,0,1129,1.30608941938094,67296481,1306089
"Cocoon",6.7,1985,59000,17500000,85313124,67813124,117,2,"Comedy",5,7,2247,3940,556,53,2022,0,1,1.30608941938094,111426569,22856565
"Rambo: First Blood Part II",6.5,1985,159000,4.4e+07,300400432,256400432,96,2,"Action",1,8,903,937,2112,53,870,0,98,1.30608941938094,392349826,57467934
"Mask",7.2,1985,27000,8e+06,48230162,40230162,120,1,"Biography",4,7,2003,242,337,53,2042,1,6,1.30608941938094,62992904,10448715
"Legend",6.4,1985,62000,24500000,15502112,-8997888,94,2,"Adventure",2,6,2148,4130,2190,53,1330,0,20,1.30608941938094,20247144,31999191
"The Return of the Living Dead",7.3,1985,56000,4e+06,14237880,10237880,91,2,"Comedy",5,8,518,3499,403,53,590,0,2141,1.30608941938094,18595944,5224358
"St. Elmo's Fire",6.4,1985,38000,1e+07,37803872,27803872,110,1,"Drama",7,8,1254,1928,516,53,644,1,22,1.30608941938094,49375237,13060894
"Brazil",7.9,1985,191000,1.5e+07,9949953,-5050047,132,2,"Drama",7,8,2506,3859,1116,52,831,0,1,1.30608941938094,12995528,19591341
"Pale Rider",7.3,1985,55000,6900000,41410568,34510568,115,2,"Drama",7,8,471,2706,401,53,1959,0,4,1.30608941938094,54085905,9012017
"Real Genius",7,1985,31000,8e+06,12952019,4952019,108,2,"Comedy",5,6,1675,2894,2243,53,735,0,9,1.30608941938094,16916495,10448715
